440,45.39
441,1.62
442,7.05
443,26.50
444,34.29
445,13.31
446,46.89
447,53.67
448,5.16
449,46.41
450,13.04
451,18.58
452,28.88
453,6.64
454,1.83
455,10.13
456,27.07
457,9.43
458,11.64
459,4.61
460,23.44
461,7.08
462,3.94
463,6.48
464,-0.79
465,18.47
466,31.55
467,34.48
468,45.41
469,1.75
470,24.63
471,51.42
472,39.34
473,42.45
474,52.85
475,39.05
476,3.99
477,56.61
478,18.72
479,37.75
480,19.75
481,25.83
482,51.05
483,14.21
484,15.52
485,20.44
486,35.63
487,147.17
488,31.16
489,46.51
490,38.85
491,127.93
492,41.54
493,35.53
494,49.60
495,55.11
496,23.18
497,53.19
498,36.73
499,49.59
500,95.26
501,39.61
502,52.09
503,58.11
504,52.66
505,104.77
506,57.48
507,23.33
508,73.50
509,113.12
510,26.64
511,67.08
512,67.25
513,26.96
514,50.98
515,76.72
516,60.34
517,59.52
518,60.76
519,67.45
520,25.90
521,67.54
522,114.92
523,39.78
524,61.64
525,79.85
526,119.52
527,45.11
528,84.39
529,46.12
530,129.94
531,105.20
532,53.37
533,117.62
534,116.47
535,63.42
536,114.99
537,37.37
538,71.57
539,88.03
540,30.07
541,35.17
542,154.74
543,37.25
544,46.76
545,116.49
546,37.43
547,49.80
548,116.90
549,43.93
550,125.76
551,47.68
552,57.77
553,47.61
554,125.37
555,35.21
556,63.30
557,106.34
558,136.30
559,59.60
560,84.89
561,142.01
562,48.80
563,58.67
564,103.09
565,132.56
566,60.62
567,114.85
568,57.14
569,112.46
570,59.60
571,111.59
572,65.83
573,118.73
574,45.25
575,110.90
576,121.42
577,49.99
578,59.65
579,105.99
580,45.82
581,62.83
582,113.45
583,41.53
584,66.51
585,42.69
586,105.22
587,61.73
588,115.24
589,118.57
590,57.53
591,111.18
592,116.21
593,40.55
594,86.52
595,30.90
596,51.11
597,101.02
598,104.37
599,83.82
600,91.19
601,43.08
602,119.75
603,76.26
604,19.48
605,121.22
606,78.31
607,35.49
608,156.51
609,8.62
610,13.85
611,170.20
612,7.93
613,9.43
614,10.06
615,4.86
616,7.05
617,16.72
618,20.71
619,12.16
620,13.64
621,16.29
622,17.19
623,20.05
624,17.46
625,26.35
626,16.97
627,30.49
628,26.56
629,25.64
630,7.23
631,25.71
632,27.27
633,17.58
634,22.17
635,22.11
636,17.54
637,6.02
638,27.26
639,26.32
640,19.90
641,11.25
642,16.19
643,16.10
644,11.87
645,31.82
646,17.66
647,51.37
648,15.96
649,23.70
650,19.24
651,47.64
652,48.63
653,49.76
654,21.15
655,121.05
656,25.75
657,69.74
658,76.91
659,94.10
660,6.72
661,62.79
662,21.80
663,26.56
664,32.42
665,17.65
666,88.43
667,100.83
668,93.83
669,128.66
670,27.81
671,82.38
672,98.00
673,76.68
674,75.30
675,87.15
676,67.99
677,80.51
678,79.95
679,68.45
680,83.10
681,86.93
682,78.43
683,81.81
684,74.55
685,74.56
686,74.72
687,77.14
688,90.80
689,73.75
690,87.20
691,74.73
692,76.56
693,82.17
694,26.20
695,21.94
696,21.66
697,23.00
698,26.50
699,21.13
700,25.83
701,13.69
702,21.60
703,17.89
704,17.87
705,19.46
706,26.15
707,18.00
708,22.55
709,19.66
710,14.33
711,18.57
712,12.70
713,20.67
714,25.52
715,17.33
716,21.05
717,22.21
718,20.28
719,23.32
720,12.73
721,23.12
722,28.54
723,25.78
724,27.72
725,12.76
726,27.67
727,26.05
728,31.59
729,17.78
730,14.66
731,29.78
732,18.31
733,30.72
734,25.77
735,26.26
736,9.41
737,15.97
738,20.38
739,21.80
740,14.83
741,19.31
742,20.69
743,18.80
744,11.59
745,19.15
746,26.21
747,10.32
748,15.44
749,18.30
750,11.70
751,15.68
752,16.25
753,15.88
754,16.32
755,24.76
756,18.29
757,25.09
758,16.51
759,17.67
760,25.15
761,16.39
762,15.03
763,27.95
764,14.76
765,12.56
766,15.01
767,14.71
768,25.82
769,25.14
770,14.18
771,15.74
772,24.73
773,14.61
774,13.63
775,24.35
776,14.89
777,26.49
778,16.60
779,17.09
780,14.82
781,14.66
782,14.88
783,13.62
784,15.90
785,8.23
786,13.64
787,24.40
788,9.57
789,14.82
790,15.11
791,9.05
792,8.61
793,16.91
794,24.38
795,9.71
796,12.88
797,23.06
798,12.31
799,9.89
800,26.43
801,26.08
802,15.18
803,13.04
804,16.18
805,10.32
806,12.37
807,12.90
808,15.67
809,24.28
810,8.22
811,13.75
812,10.19
813,14.35
814,9.60
815,22.34
816,18.38
817,8.94
818,16.17
819,20.29
820,16.73
821,26.24
822,12.01
823,22.65
824,11.32
825,24.87
826,21.41
827,22.21
828,10.44
829,11.52
830,17.17
831,18.84
832,25.16
833,21.41
834,20.03
835,25.23
836,9.60
837,21.91
838,20.06
839,20.50
840,9.88
841,23.70
842,26.02
843,15.35
844,25.01
845,14.69
846,14.50
847,9.03
848,8.70
849,10.25
850,27.24
851,26.52
852,25.12
853,11.23
854,15.87
855,22.66
856,14.82
857,19.55
858,18.40
859,16.77
860,12.56
861,23.12
862,17.54
863,12.99
864,19.61
865,10.93
866,10.73
867,19.31
868,23.85
869,11.72
870,23.27
871,10.21
872,14.08
873,12.38
874,17.68
875,21.63
876,16.81
877,21.63
878,11.85
879,13.79
880,13.83
881,15.43
882,14.60
883,10.10
884,15.23
885,14.92
886,25.49
887,13.48
888,22.38
889,13.49
890,14.97
891,23.23
892,12.68
893,14.80
894,24.37
895,9.73
896,12.53
897,16.08
898,14.99
899,15.99
900,23.52
901,9.03
902,16.73
903,26.05
904,21.34
905,16.28
906,21.65
907,15.54
908,27.15
909,7.50
910,22.35
911,9.18
912,24.45
913,6.44
914,20.04
915,23.46
916,40.92
917,24.19
918,45.75
919,41.82
920,38.98
921,43.87
922,56.83
923,32.81
924,39.73
925,35.84
926,31.95
927,25.35
928,38.38
929,31.92
930,31.54
931,42.39
932,38.76
933,42.86
934,40.81
935,35.77
936,25.46
937,41.45
938,34.99
939,30.29
940,49.53
941,39.05
942,38.72
943,29.91
944,32.33
945,37.27
946,42.38
947,34.95
948,30.29
949,37.13
950,27.82
951,42.99
952,33.60
953,28.37
954,40.30
955,27.02
956,26.78
957,30.03
958,38.28
959,30.97
960,34.79
961,34.70
962,26.49
963,38.69
964,35.22
965,26.72
966,40.05
967,38.66
968,47.07
969,27.88
970,30.23
971,45.76
972,34.85
973,34.51
974,38.54
975,32.15
976,30.56
977,34.50
978,53.93
979,37.66
980,34.19
981,51.15
982,36.52
983,34.62
984,28.27
985,35.51
986,34.47
987,37.37
988,35.83
989,36.47
990,58.66
991,30.55
992,28.80
993,27.78
994,52.57
995,27.71
996,36.23
997,28.95
998,32.23
999,25.91
1000,30.40
